hotel,fue_cancelada,tiempo_anticipacion_reserva_dias,anio_llegada,mes_llegada,semana_llegada,dia_llegada,noches_fin_semana,noches_semana,adultos,ninos,bebes,regimen_alimenticio,pais_origen_cliente,segmento_mercado,canal_reserva,es_huesped_recurrente_historico,total_cancelaciones_previas_cliente,total_reservas_previas_no_canceladas_cliente,tipo_habitacion_reservada,tipo_habitacion_asignada,cambios_en_reserva,agente,compania,dias_en_lista_espera,tipo_cliente_en_reserva,adr,espacios_estacionamiento_requeridos,total_solicitudes_especiales,estado_reserva,fecha_estado_reserva,nombre_completo,email,telefono,tipo_documento_identidad,numero_documento_identidad,fecha_nacimiento
Resort Hotel,0,211,2016,Febrero,9,26,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,240.0,,0,Transient,25.11,0,2,Salida,4/03/16,Áurea Ochoa Valderrama,priegoosvaldo@example.com,+34 813 845 879,DNI,66206022,2006-11-12
Resort Hotel,1,53,2016,Febrero,9,26,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,1,Cancelada,5/01/16,Guiomar Duque,perla10@example.net,+34 816 262 642,CE,664655056,1982-06-12
Resort Hotel,1,135,2016,Febrero,9,26,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,36.45,0,0,Cancelada,30/10/15,Salomé Sobrino,jjordan@example.org,+34845 33 15 13,CE,903693693,2000-03-19
Resort Hotel,1,53,2016,Febrero,9,26,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,1,Cancelada,5/01/16,Benigno Ribera Ojeda,abraham05@example.com,+34944224712,DNI,69828423,1975-02-25
Resort Hotel,1,69,2016,Febrero,9,27,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,98.0,0,0,Cancelada,26/12/15,Yésica Peláez Milla,,+34 704687472,Pasaporte,P7802948,1978-04-26
Resort Hotel,1,12,2016,Febrero,9,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,240.0,,0,Transient,48.0,0,0,Cancelada,25/02/16,Paola López Portillo,,+34 734 557 230,DNI,28545992,1973-11-14
Resort Hotel,1,0,2016,Febrero,9,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,,,0,Transient,45.0,0,0,Cancelada,27/02/16,Griselda Pelayo Mínguez,hsureda@example.net,+34 928403453,Pasaporte,P4690070,1985-04-11
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Arsenio de Peña,herminiaricart@example.com,+34841 452 844,Pasaporte,P8555980,2000-01-23
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Natividad Badía Contreras,amaro22@example.net,+34973 41 61 06,DNI,63469343,1976-02-24
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Pedro Moll Pareja,crespiisidora@example.net,+34 911639032,CE,660368346,1949-06-25
Resort Hotel,1,74,2016,Febrero,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,2,Cancelada,11/01/16,Gabriela Morillo Tamarit,,+34 853 696 670,Pasaporte,P3094233,1953-08-27
Resort Hotel,1,44,2016,Febrero,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,2,Cancelada,2/02/16,Bibiana Jáuregui,,+34 974 08 84 70,CE,935013056,1988-03-15
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Lucía de Vilalta,apolonia51@example.com,+34703 42 74 40,CE,802278068,1951-07-16
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Concepción del Morata,tporras@example.com,+34948 68 02 97,Pasaporte,P3546502,1945-09-14
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Rodolfo Estevez Monreal,marciaquesada@example.net,+34826648455,CE,927218143,1994-08-17
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Eliana Castells Ayuso,juan-luismerino@example.org,+34 948585687,DNI,28483825,2004-09-23
Resort Hotel,1,123,2016,Febrero,9,27,1,1,2,0.0,0,Undefined,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Cancelada,24/02/16,Tristán Arenas Lerma,sorayagallo@example.com,+34 873 47 05 79,DNI,29451008,1992-03-17
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Guadalupe del Vicens,aureliano48@example.net,+34988 483 733,CE,372838026,1965-07-12
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Inmaculada Segovia Belmonte,oangel@example.net,+34806033637,Pasaporte,P4200452,1986-12-30
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Onofre Berrocal Cañas,javier10@example.net,+34820215530,Pasaporte,P7675325,1964-04-11
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Manuelita Luján Múñiz,anselma15@example.com,+34 743 58 23 00,CE,790209933,1972-01-13
Resort Hotel,1,123,2016,Febrero,9,27,1,1,2,0.0,0,Undefined,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Cancelada,24/02/16,María Del Carmen Bello Cid,fclavero@example.com,+34 884 42 82 66,CE,766393398,1956-04-22
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Amaya Prada Barrena,clementinaarino@example.org,+34 886 869 266,Pasaporte,P2827952,2002-01-16
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Chus Gargallo,olivia54@example.org,+34 828018756,CE,934464230,1975-05-22
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Rodolfo Ayala Torrent,panfilovendrell@example.net,+34930622760,CE,626799018,1989-09-17
Resort Hotel,1,42,2016,Febrero,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,1,Cancelada,3/02/16,María Solana Pedrosa,iarnaiz@example.com,+34 713313805,Pasaporte,P6727647,1951-04-22
Resort Hotel,1,46,2016,Febrero,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,44.8,0,2,Cancelada,15/01/16,Dominga Pozuelo-Torres,isabelarincon@example.org,+34977 327 412,CE,170410027,1981-04-04
Resort Hotel,1,74,2016,Febrero,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,2,Cancelada,11/01/16,Alexandra Reina Clavero Bárcena,hmurillo@example.org,+34 847 262 397,Pasaporte,P1790006,1987-12-18
Resort Hotel,1,44,2016,Febrero,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,2,Cancelada,2/02/16,Ariel Medina,cristobal02@example.net,+34977150102,Pasaporte,P4672355,1967-01-27
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Ruy de Mercader,reynaldo93@example.org,+34625245270,Pasaporte,P3008044,1952-05-09
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Feliciano Fausto Cruz Huguet,catalaarmida@example.com,+34 984327013,Pasaporte,P7447428,1953-07-07
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Arcelia Cases-Gras,beltrancecilia@example.com,+34814838872,CE,139879928,1970-11-26
Resort Hotel,1,123,2016,Febrero,9,27,1,1,2,0.0,0,Undefined,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Cancelada,24/02/16,Cebrián Lloret-Nogués,eusebiapaniagua@example.net,+34 841 905 890,DNI,36278347,1962-02-11
Resort Hotel,1,44,2016,Febrero,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,2,Cancelada,2/02/16,Cornelio Bonifacio Diaz Sáez,,+34 827 35 76 15,CE,840737064,1978-01-01
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Inocencio Pont-Castañeda,azconapio@example.net,+34 821185227,Pasaporte,P5520643,2001-10-22
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Cosme Tadeo Palomo Rico,fmontes@example.net,+34979704574,CE,318725561,1996-06-18
Resort Hotel,1,74,2016,Febrero,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,2,Cancelada,11/01/16,Constanza Arjona España,alfonso14@example.net,+34 882140510,Pasaporte,P9213018,1980-07-07
Resort Hotel,1,82,2016,Febrero,9,27,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,39.0,0,0,Cancelada,25/01/16,Álvaro Rincón,paularaya@example.com,+34 881 44 74 02,Pasaporte,P8278996,1952-07-16
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Alexandra Vélez Angulo,teresitariera@example.net,+34 822 846 251,DNI,28824218,2002-08-27
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Remedios Canals-Carnero,,+34 948273929,CE,995541576,1974-02-07
Resort Hotel,0,123,2016,Febrero,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,38.0,,0,Transient-Party,64.0,0,0,Salida,29/02/16,Ainoa Bernal,danielaflores@example.org,+34 980 17 63 91,CE,198422550,2004-05-07
Resort Hotel,1,5,2016,Febrero,9,27,1,1,2,2.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,1,196.0,,0,Transient,85.0,0,0,Cancelada,27/02/16,Faustino Tomé Pérez,antoniaortega@example.com,+34 874766695,DNI,68909516,1949-08-25
Resort Hotel,1,42,2016,Febrero,9,27,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,3,No-Show,27/02/16,Yolanda del Roca,apariciojordi@example.net,+34 803 11 55 35,CE,941541177,1945-08-20
Resort Hotel,1,120,2016,Febrero,9,27,2,6,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,31.59,0,0,Cancelada,4/01/16,Severino Terrón Ortiz,fatimaheredia@example.org,+34983 775 640,DNI,31649080,2003-02-26
Resort Hotel,1,119,2016,Febrero,9,27,2,6,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,35.1,0,0,Cancelada,4/01/16,Daniela Mayol Ballester,,+34 881174566,CE,607012196,1988-06-03
Resort Hotel,1,44,2016,Febrero,10,28,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,240.0,,0,Transient,48.0,0,1,Cancelada,22/02/16,Wálter Lisandro Rosselló Gimenez,maricruz75@example.org,+34 900 554 512,CE,451198042,1980-01-13
Resort Hotel,1,40,2016,Febrero,10,28,2,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,Transient,79.33,0,0,Cancelada,20/01/16,Evangelina Abril Dávila Alemán,susanablazquez@example.net,+34 888 794 520,Pasaporte,P7354468,1997-09-15
Resort Hotel,1,41,2016,Febrero,10,28,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,2,250.0,,0,Transient,43.0,0,0,Cancelada,27/02/16,Carmelo Zorrilla Cabo,galoiborra@example.com,+34 825 17 04 44,Pasaporte,P3532592,1970-09-04
Resort Hotel,1,59,2016,Febrero,10,28,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,240.0,,0,Transient,86.57,0,1,Cancelada,18/02/16,Enrique Gabaldón-Guerra,amaromari@example.org,+34923 543 935,CE,373789150,2007-02-28
Resort Hotel,1,32,2016,Febrero,10,28,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,0,Cancelada,29/01/16,Emilio Fábregas Gutierrez,sobrinojuanita@example.net,+34 887 96 87 81,DNI,91619472,2002-12-17
Resort Hotel,1,19,2016,Febrero,10,28,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,0,Cancelada,19/02/16,Milagros Bárbara Amor Suarez,mvera@example.org,+34 822 066 191,Pasaporte,P9522724,1966-12-24
Resort Hotel,1,28,2016,Febrero,10,29,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,55.2,0,1,Cancelada,17/02/16,Rosendo Antonio Figueras Rodriguez,chitaalonso@example.com,+34 925 32 49 26,DNI,93771285,2001-09-18
Resort Hotel,1,138,2016,Febrero,10,29,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,40.5,0,1,Cancelada,31/12/15,Marino Barrio Solano,oaguila@example.net,+34926 825 986,CE,956736532,1958-10-09
Resort Hotel,1,40,2016,Febrero,10,29,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,2,Cancelada,23/01/16,María Jesús Torres Vilanova,salvadormontes@example.com,+34 803793397,DNI,71725984,1951-04-10
Resort Hotel,1,15,2016,Marzo,10,1,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,240.0,,0,Transient,48.0,0,0,No-Show,1/03/16,Paola Ordóñez-Sureda,martinezsantos@example.net,+34 978633310,DNI,77804136,1997-09-30
Resort Hotel,1,144,2016,Marzo,10,1,0,3,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,240.0,,0,Transient,70.0,0,2,Cancelada,12/01/16,Saturnina Esteve Uribe,cbriones@example.org,+34 946732860,Pasaporte,P7992221,1992-01-01
Resort Hotel,1,45,2016,Marzo,10,1,0,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,,,0,Transient-Party,81.0,0,0,Cancelada,20/01/16,Domingo Abad Cases,,+34938 498 992,DNI,80157967,1999-02-10
Resort Hotel,1,45,2016,Marzo,10,1,0,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,,,0,Transient-Party,81.0,0,0,Cancelada,20/01/16,Amaya Coloma Diéguez,aurelio95@example.org,+34 884 21 01 10,DNI,92059233,1984-07-12
Resort Hotel,1,45,2016,Marzo,10,1,0,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,,,0,Transient-Party,81.0,0,0,Cancelada,20/01/16,Ainara Gimenez Rius,kcanales@example.net,+34914737191,Pasaporte,P1954181,1992-04-28
Resort Hotel,1,45,2016,Marzo,10,1,0,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,,,0,Transient-Party,81.0,0,0,Cancelada,20/01/16,Felix Alcántara Nicolás,hierrocesar@example.com,+34881682486,CE,273682816,1973-01-15
Resort Hotel,1,45,2016,Marzo,10,1,0,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,250.0,,0,Transient,78.0,0,0,Cancelada,27/02/16,Máxima Osorio Gibert,,+34 949052923,CE,313853663,1960-01-17
Resort Hotel,1,45,2016,Marzo,10,1,0,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,,,0,Transient-Party,81.0,0,0,Cancelada,20/01/16,Quique Aller Velasco,cayetanopuga@example.com,+34 987281960,CE,482377846,1955-03-02
Resort Hotel,1,45,2016,Marzo,10,1,0,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,,,0,Transient-Party,81.0,0,0,Cancelada,20/01/16,Gilberto de Tomé,,+34824 56 14 95,CE,860950169,1953-08-09
Resort Hotel,1,33,2016,Marzo,10,1,2,6,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,,,0,Transient-Party,65.0,0,0,Cancelada,25/02/16,Itziar Jara Rebollo,aparicioricardo@example.org,+34 942 07 54 22,Pasaporte,P6281716,1983-06-16
Resort Hotel,1,57,2016,Marzo,10,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,1,Cancelada,15/01/16,Flavio Viana Peinado,saroca@example.net,+34 849490730,CE,537290424,1967-12-28
Resort Hotel,1,33,2016,Marzo,10,1,2,6,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,,,0,Transient-Party,50.0,0,0,Cancelada,25/02/16,Asunción Sabina Santamaría Donoso,borregomireia@example.net,+34977774785,CE,979913948,1958-02-01
Resort Hotel,1,61,2016,Marzo,10,1,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,171.0,,0,Transient,29.0,0,0,Cancelada,6/01/16,Nélida Perales Arnau,macario81@example.com,+34 820 257 373,CE,479141478,1996-11-26
Resort Hotel,1,0,2016,Marzo,10,2,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,,,0,Transient,40.0,0,0,No-Show,2/03/16,Lorena Castillo Vara,lina27@example.com,+34 974354867,CE,213125601,1953-03-20
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Rosalva del Carretero,,+34 902 861 556,Pasaporte,P2857122,1957-07-03
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Daniela Salom Cornejo,vlaguna@example.com,+34949 59 53 37,DNI,51142425,1974-09-20
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Fernando Bou Bosch,angelinaaramburu@example.org,+34 826 20 87 07,Pasaporte,P8699195,1996-10-24
Resort Hotel,1,118,2016,Marzo,10,2,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,241.0,,0,Transient,33.26,0,0,Cancelada,27/01/16,Marianela Leyre Alcántara Alvarado,,+34 920266434,CE,935920045,1971-05-05
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Eutropio Canals Tur,,+34923 92 81 84,DNI,79263949,1948-07-01
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Nuria Miguel Expósito,omoya@example.net,+34807 942 632,Pasaporte,P5993036,1951-11-26
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Poncio del Linares,arranzrosalva@example.org,+34846249994,Pasaporte,P7865184,1946-06-26
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Haydée del Torrent,rafaelarino@example.net,+34 987 261 663,CE,856937855,1945-05-30
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Desiderio Juan Manuel Nieto Madrid,baenafito@example.com,+34945 46 11 84,DNI,32456183,1980-07-01
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Maricruz Talavera-Nieto,,+34 880 587 991,DNI,26470538,1957-01-31
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Benigno Ferrándiz Quintanilla,jose-ignacio72@example.net,+34988 297 252,CE,960657296,2002-03-31
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Renato Higueras Borrás,qtejero@example.org,+34 973 450 952,CE,885015940,1977-01-18
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Ciriaco Alemany Zurita,sobrinoadelia@example.org,+34 948 956 054,CE,512131444,1964-02-10
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Ale Barriga,maximabautista@example.org,+34 873 407 428,Pasaporte,P5176826,1976-03-23
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Genoveva Pla Juárez,garridoleon@example.org,+34 822750291,Pasaporte,P2327567,1959-10-29
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,José Samper Soto,,+34 806639424,DNI,52961101,1975-04-25
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Marcos Reina Sureda,urrutiaprimitivo@example.com,+34 843555564,Pasaporte,P9555782,1972-02-24
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Calisto Barbero España,alicia49@example.net,+34841 59 62 20,CE,899220011,1961-01-21
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Reyes Gascón Revilla,elba70@example.org,+34807863775,CE,959907261,1976-06-05
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Graciana del Vergara,angelinomedina@example.org,+34 945 134 658,DNI,67603441,1954-05-02
Resort Hotel,1,219,2016,Marzo,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,310.0,,0,Transient,52.0,0,0,Cancelada,20/11/15,Edu Paredes Castells,griselda89@example.org,+34824117865,Pasaporte,P9288499,1976-11-19
Resort Hotel,0,131,2016,Marzo,10,2,8,20,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,96.0,,0,Transient,31.45,0,1,Salida,30/03/16,Delia Carpio,garridopiedad@example.net,+34 879 976 447,CE,670715737,1960-09-13
Resort Hotel,0,0,2016,Marzo,10,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,,286.0,0,Transient,30.0,0,0,Salida,4/03/16,Omar Arrieta Arribas,,+34845 90 53 67,Pasaporte,P7343920,1967-11-17
Resort Hotel,1,7,2016,Marzo,10,3,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,242.0,,0,Transient,43.0,0,1,No-Show,3/03/16,Amor Anguita Carreño,ernestoalberto@example.com,+34 822 34 59 32,CE,115871522,1990-04-21
Resort Hotel,1,7,2016,Marzo,10,3,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,242.0,,0,Transient,43.0,0,1,No-Show,3/03/16,Félix Pombo Madrid,salud90@example.com,+34846949982,Pasaporte,P7554885,1999-06-10
Resort Hotel,1,2,2016,Marzo,10,4,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,,,0,Transient,75.0,0,1,No-Show,4/03/16,Marc Venceslás Herranz Calvo,fnoriega@example.net,+34820495395,CE,215585617,1947-01-02
Resort Hotel,1,30,2016,Marzo,10,4,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,39.0,0,2,Cancelada,9/02/16,Ale Lloret Collado,jordi93@example.org,+34 972605201,Pasaporte,P8514425,1945-01-20
